Date,Open,High,Low,Close,Adj Close,Volume
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.459545,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465000,37.721176,111762400
2017-08-18,39.465000,39.875000,39.180000,39.375000,37.635151,109712400
2017-08-21,39.375000,39.472500,38.777500,39.302502,37.565865,105474000
2017-08-22,39.557499,40.000000,39.505001,39.945000,38.179970,86418400
2017-08-23,39.767502,40.117500,39.720001,39.994999,38.227753,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,38.058105,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965000,38.199085,101920400
2017-08-28,40.035000,40.500000,39.982498,40.367500,38.583790,103864000
2017-08-29,40.025002,40.779999,40.000000,40.727501,38.927891,118067600
2017-08-30,40.950001,40.972500,40.652500,40.837502,39.033031,109078400
2017-08-31,40.910000,41.130001,40.869999,41.000000,39.188347,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.200302,66364400
2017-09-05,40.937500,41.062500,40.139999,40.520000,38.729561,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.688931,86606800
2017-09-07,40.522499,40.560001,40.090000,40.314999,38.533619,87714000
2017-09-08,40.215000,40.287498,39.632500,39.657501,37.905174,114446000
2017-09-11,40.125000,40.512501,39.972500,40.375000,38.590965,126323200
2017-09-12,40.652500,40.990002,39.692501,40.215000,38.438038,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,38.148899,179629600
2017-09-14,39.747501,39.849998,39.522499,39.570000,37.821537,95042800
2017-09-15,39.617500,40.242500,39.500000,39.970001,38.203869,196458400
2017-09-18,40.027500,40.125000,39.500000,39.667500,37.914730,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.929066,83242400
2017-09-20,39.474998,39.564999,38.457500,39.017502,37.293449,211805600
2017-09-21,38.950001,38.950001,38.187500,38.347500,36.653049,150046800
2017-09-22,37.884998,38.067501,37.639999,37.972500,36.294628,186581600
2017-09-25,37.497501,37.957500,37.290001,37.637501,35.974426,177549200
2017-09-26,37.945000,38.480000,37.922501,38.285000,36.593315,146640000
2017-09-27,38.450001,38.680000,38.384998,38.557499,36.853779,102016800
2017-09-28,38.472500,38.570000,38.174999,38.320000,36.626774,88022000
2017-09-29,38.302502,38.532501,38.000000,38.529999,36.827488,105199200
2017-10-02,38.564999,38.612499,38.180000,38.452499,36.753414,74795200
2017-10-03,38.502499,38.772499,38.477501,38.619999,36.913517,64921200
2017-10-04,38.407501,38.465000,38.115002,38.369999,36.674561,80655200
